PD,STIMU,Rate (Hz),ISI mean (ms),ISI std  (ms),mean mean diff,mean std diff,std mean diff ,std std diff,var diff mean,var std diff,mean mean FR,std mean Fr
0,1,5.625,183.8958,43.8446,1.3537,1.3525,0.7634,0.7272,0.5828,0.5288,0.925,0.0829
0,1,7.375,126.4145,32.017,2.0938,1.6255,2.3548,3.1024,5.5449,9.6249,0.925,0.1479
0,1,5.5,163.0653,45.6701,0.7831,1.2727,2.1232,1.7348,4.508,3.0094,0.925,0.0661
0,1,5.625,171.144,45.1021,1.9265,1.1153,2.4424,2.093,5.9655,4.3807,0.9125,0.0927
0,1,4.125,180.3517,45.4639,1.5954,1.5384,1.741,1.8811,3.0312,3.5386,0.95,0.0866
0,1,3.875,193.0417,66.2435,2.4478,1.5416,1.1267,1.5903,1.2695,2.5291,0.925,0.0829
0,1,5.125,150.6728,45.5896,1.8658,2.0466,3.1477,3.9875,9.9078,15.9004,0.9125,0.1053
0,1,6.25,151.5477,55.6797,2.2474,2.113,1.4559,1.5278,2.1196,2.334,0.9375,0.0992
0,1,6.25,139.8838,38.9481,2.6038,1.9879,1.6738,2.7478,2.8017,7.5504,0.8875,0.1053
0,1,5.875,158.3318,39.3617,1.6578,1.5547,2.4371,2.9146,5.9393,8.4949,0.9125,0.1053
0,1,6,144.8207,38.7339,1.9174,2.1592,4.0508,5.8958,16.4089,34.76,0.8875,0.0781
0,1,6.625,129.1407,31.159,,,,,,,,
0,1,6.375,156.336,41.5303,,,,,,,,
0,1,6.625,132.3383,32.5087,,,,,,,,
0,1,6.25,139.8003,28.1887,,,,,,,,
0,1,5.5,145.045,31.5351,,,,,,,,
0,1,6.125,154.915,35.7071,,,,,,,,
0,1,6.875,147.3245,35.2914,,,,,,,,
0,1,6.875,128.7025,31.3134,,,,,,,,
0,1,6.625,132.0977,38.7932,,,,,,,,
0,1,6.375,140.2688,38.6331,,,,,,,,
0,1,7,156.3235,42.0836,,,,,,,,
0,1,6,160.8052,38.8392,,,,,,,,
0,1,5.875,157.3012,46.8244,,,,,,,,
0,1,7,148.2325,40.2182,,,,,,,,
0,1,6.125,132.1838,35.4035,,,,,,,,
0,1,6.125,148.3803,50.7665,,,,,,,,
0,1,5.625,165.9063,51.9855,,,,,,,,
0,1,7.625,139.1703,37.0379,,,,,,,,
0,1,6.125,154.2818,55.7975,,,,,,,,
0,1,6.25,149.1428,31.5158,,,,,,,,
0,1,5.875,141.4907,44.265,,,,,,,,
0,1,6.375,151.4672,48.2146,,,,,,,,
0,1,6.375,132.4507,34.3187,,,,,,,,
0,1,6,148.809,36.3227,,,,,,,,
0,1,6.75,143.9718,44.4975,,,,,,,,
0,1,7.5,141.5247,39.7151,,,,,,,,
0,1,5.875,148.8317,44.0679,,,,,,,,
0,1,5.875,135.9007,30.8297,,,,,,,,
0,1,5.625,145.4858,44.5872,,,,,,,,
0,1,6,135.6228,31.648,,,,,,,,
0,1,6.5,160.8545,28.6207,,,,,,,,
0,1,7.25,137.2915,34.1744,,,,,,,,
0,1,7.125,153.009,55.0997,,,,,,,,
0,1,6.125,143.36,33.1957,,,,,,,,
0,1,6.25,132.5155,30.39,,,,,,,,
0,1,6.625,128.1172,36.0842,,,,,,,,
0,1,5.75,152.467,47.1016,,,,,,,,
0,1,7,150.5417,41.929,,,,,,,,
0,1,7,141.9552,47.8407,,,,,,,,
0,1,7.125,147.385,47.8931,,,,,,,,
0,1,6,142.7625,30.9666,,,,,,,,
0,1,5.625,158.4158,41.7665,,,,,,,,
0,1,6,145.7972,46.2608,,,,,,,,
0,1,6.25,154.1827,40.2765,,,,,,,,
0,1,6.5,141.063,42.4731,,,,,,,,
0,1,6.375,144.8297,44.7337,,,,,,,,
0,1,6.375,145.5988,49.2374,,,,,,,,
0,1,6.5,147.6193,37.5006,,,,,,,,
0,1,5.875,140.1835,34.5934,,,,,,,,
0,1,6.25,145.9022,28.9425,,,,,,,,
0,1,6.5,170.177,53.1559,,,,,,,,
0,1,5.5,138.0927,38.2603,,,,,,,,
0,1,7,139.0458,43.6874,,,,,,,,
0,1,7.375,142.3844,40.0253,,,,,,,,
0,1,6.875,154.5288,37.6973,,,,,,,,
0,1,6.625,141.244,36.0632,,,,,,,,
0,1,5.875,158.72,59.2969,,,,,,,,
0,1,6.5,135.808,31.573,,,,,,,,
0,1,5.875,149.1472,42.532,,,,,,,,
0,1,6.625,161.6048,61.865,,,,,,,,
0,1,6,136.943,37.6207,,,,,,,,
0,1,5.875,181.5587,74.2967,,,,,,,,
0,1,5.875,148.4537,50.7361,,,,,,,,
0,1,6.375,135.9678,39.3958,,,,,,,,
0,1,6.875,133.32,38.7846,,,,,,,,
0,1,5.5,148.615,44.4888,,,,,,,,
0,1,5.875,150.3108,40.4944,,,,,,,,
0,1,6,154.67,33.9544,,,,,,,,
0,1,6.625,144.3237,39.4268,,,,,,,,
0,1,5.875,127.9125,20.8622,,,,,,,,
0,1,6.375,164.024,49.4901,,,,,,,,
0,1,5.625,140.448,24.5899,,,,,,,,
0,1,7,128.8218,32.8688,,,,,,,,
0,1,6.375,152.3187,44.929,,,,,,,,
0,1,6.125,144.3008,33.8985,,,,,,,,
0,1,7,145.9535,42.2254,,,,,,,,
0,1,6.375,163.6085,32.5291,,,,,,,,
0,1,6.625,133.0948,38.9788,,,,,,,,
0,1,6.75,142.6347,47.6998,,,,,,,,
0,1,7.25,138.1738,38.8903,,,,,,,,
0,1,7,144.3005,51.3023,,,,,,,,
0,1,6.625,146.1562,34.8892,,,,,,,,
0,1,6.5,165.2725,41.6234,,,,,,,,
0,1,5.875,172.8878,54.0463,,,,,,,,
0,1,5.375,153.4682,46.9368,,,,,,,,
0,1,6.25,143.1972,36.7235,,,,,,,,
0,1,6.75,147.5985,32.0768,,,,,,,,
0,1,7.125,143.6243,47.4494,,,,,,,,
0,1,6.375,135.9788,34.2928,,,,,,,,
0,1,6.625,139.1215,38.322,,,,,,,,
0,1,6.125,157.7767,47.3222,,,,,,,,
0,1,6.25,156.7622,41.8278,,,,,,,,
0,1,5.75,154.0438,53.4569,,,,,,,,
0,1,7,142.4177,36.1588,,,,,,,,
0,1,6.375,150.0685,36.3548,,,,,,,,
0,1,6.25,144.9583,30.755,,,,,,,,
0,1,6.125,156.1817,41.3666,,,,,,,,
0,1,6.875,136.2115,40.8483,,,,,,,,
0,1,6.75,141.2358,40.4205,,,,,,,,
0,1,6.375,133.0015,32.0068,,,,,,,,
0,1,7,145.8403,45.6063,,,,,,,,
0,1,6.25,137.5907,32.5497,,,,,,,,
0,1,6.75,127.3167,33.5448,,,,,,,,
0,1,6.375,136.8565,39.3847,,,,,,,,
0,1,6.25,142.8007,40.7776,,,,,,,,
0,1,6.625,160.7732,51.2694,,,,,,,,
0,1,5.875,160.7783,38.2549,,,,,,,,
0,1,6.5,139.3613,32.8546,,,,,,,,
0,1,6.75,136.4575,38.1995,,,,,,,,
0,1,6.25,144.8175,34.169,,,,,,,,
0,1,7,147.0282,51.8634,,,,,,,,
0,1,6.375,154.929,52.3447,,,,,,,,
0,1,6.375,156.8777,42.2337,,,,,,,,
0,1,6.125,139.41,33.0006,,,,,,,,
0,1,6.5,153.5797,46.6414,,,,,,,,
0,1,6.125,142.366,41.3421,,,,,,,,
0,1,6.125,145.9128,45.3446,,,,,,,,
0,1,7.125,137.0615,34.282,,,,,,,,
0,1,7.25,143.961,40.0695,,,,,,,,
0,1,6.875,156.5393,43.6405,,,,,,,,
0,1,6.25,130.5943,39.9761,,,,,,,,
0,1,6.25,139.389,37.8728,,,,,,,,
0,1,6.5,134.5617,37.3598,,,,,,,,
0,1,6.125,151.0538,40.4691,,,,,,,,
0,1,7.25,141.0502,42.7577,,,,,,,,
0,1,7,150.6233,47.8855,,,,,,,,
0,1,6.625,138.7465,36.2621,,,,,,,,
0,1,6.125,154.5907,36.5431,,,,,,,,
0,1,6.5,154.1572,45.4649,,,,,,,,
0,1,6.75,139.531,36.9383,,,,,,,,
0,1,6.75,157.6435,55.1089,,,,,,,,
0,1,6.5,147.641,45.2821,,,,,,,,
0,1,7,128.3609,27.499,,,,,,,,
0,1,6.625,127.0283,30.209,,,,,,,,
0,1,6.5,167.4162,64.1637,,,,,,,,
0,1,6.875,132.4965,35.1061,,,,,,,,
0,1,6.875,150.5662,49.3667,,,,,,,,
0,1,7.125,137.6697,26.3699,,,,,,,,
0,1,6.875,156.524,47.8363,,,,,,,,
0,1,7,135.587,41.2691,,,,,,,,
0,1,7,128.364,26.8445,,,,,,,,
0,1,6.125,150.7715,46.302,,,,,,,,
0,1,5.625,150.1403,39.4629,,,,,,,,
0,1,6.375,131.5862,37.1419,,,,,,,,
0,1,7.25,143.679,40.3856,,,,,,,,
0,1,6.75,140.7383,29.2945,,,,,,,,
0,1,6.625,151.832,45.1597,,,,,,,,
0,1,5.875,150.1542,43.0658,,,,,,,,
0,1,5.75,138.1138,32.5702,,,,,,,,
0,1,6.125,151.1867,31.5153,,,,,,,,
0,1,4.25,161.6167,60.7466,,,,,,,,
0,1,7.375,128.4763,31.8151,,,,,,,,
0,1,6.625,146.017,45.2722,,,,,,,,
0,1,7.125,139.6995,39.5875,,,,,,,,
0,1,6.25,148.7863,46.1709,,,,,,,,
0,1,4.25,176.4875,41.0435,,,,,,,,
0,1,6.875,136.382,47.2066,,,,,,,,
0,1,6.5,140.0477,37.1716,,,,,,,,
0,1,7,136.5485,40.9293,,,,,,,,
0,1,5.75,162.424,59.9127,,,,,,,,
0,1,6.125,154.2322,51.8317,,,,,,,,
0,1,7.375,141.1227,42.8101,,,,,,,,
0,1,6.375,137.5057,38.6864,,,,,,,,
0,1,6.125,159.7332,47.3015,,,,,,,,
0,1,5.875,143.6943,39.0773,,,,,,,,
0,1,6.125,139.7985,42.2003,,,,,,,,
0,1,6.875,144.3253,31.2008,,,,,,,,
1,1,8,116.516,23.4004,,,,,,,,
1,1,8,115.0797,20.864,,,,,,,,
1,1,7.5,125.4872,27.3418,,,,,,,,
1,1,6.625,162.2775,68.9486,,,,,,,,
1,1,7.625,124.0339,27.6148,,,,,,,,
1,1,7.75,131.4533,31.9998,,,,,,,,
1,1,7.75,123.85,30.918,,,,,,,,
1,1,8.625,120.1075,25.3127,,,,,,,,
1,1,7.25,121.1208,28.631,,,,,,,,
1,1,7.75,119.4133,23.7576,,,,,,,,
1,1,8.25,117.7583,23.2127,,,,,,,,
1,1,8.5,118.832,28.2404,,,,,,,,
1,1,7.75,127.2657,25.3028,,,,,,,,
1,1,8.25,122.3688,33.1081,,,,,,,,
1,1,7.375,122.805,30.5572,,,,,,,,
1,1,7.875,115.046,26.716,,,,,,,,
1,1,8,111.8217,23.2825,,,,,,,,
1,1,7.375,122.1932,22.8368,,,,,,,,
1,1,8,118.3005,25.2963,,,,,,,,
1,1,8,123.5013,31.8121,,,,,,,,
1,1,8.375,116.4933,23.1586,,,,,,,,
1,1,8,123.3393,35.4223,,,,,,,,
1,1,7.375,128.5615,23.4405,,,,,,,,
1,1,7.25,127.5665,30.3981,,,,,,,,
1,1,8.375,113.1198,21.5275,,,,,,,,
1,1,7.375,127.0518,28.1177,,,,,,,,
1,1,8.125,123.9387,26.6869,,,,,,,,
1,1,7.5,127.2303,33.2857,,,,,,,,
1,1,8.25,126.0032,26.7834,,,,,,,,
1,1,8.75,115.1404,21.9612,,,,,,,,
1,1,7.125,134.7487,25.851,,,,,,,,
1,1,7.375,127.751,30.1461,,,,,,,,
1,1,8.875,113.9034,26.6572,,,,,,,,
1,1,9,112.8702,25.1516,-0.0774,3.4464,7.2658,2.9039,52.7914,8.4327,0.8,0.1118
1,1,7,138.3603,39.2999,-1.2393,1.8533,2.3444,2.2681,5.4961,5.1444,0.8625,0.1409
1,1,8,117.2802,22.533,0.9967,1.4675,2.3133,3.0066,5.3514,9.0394,0.925,0.1299
1,1,8.375,120.7558,24.1694,0.5139,2.0584,2.9157,1.354,8.501,1.8334,0.85,0.1414
1,1,8.25,123.3664,28.5615,-2.2574,1.3971,0.9854,2.4031,0.9709,5.775,0.9125,0.0781
1,1,8,117.962,22.2608,-0.3133,0.1741,3.1485,3.7842,9.913,14.3205,0.85,0.15
1,1,8,126.7397,33.8073,1.0084,1.4575,1.2812,1.4811,1.6415,2.1937,0.9375,0.0696
1,1,7.25,135.6998,42.2496,-1.8347,1.6898,1.7093,1.1169,2.9218,1.2475,0.875,0.1199
1,1,8.125,122.7067,30.0074,1.1371,1.7569,1.131,2.3084,1.2791,5.3289,0.925,0.0829
1,1,7.25,130.746,30.5653,-1.8271,1.3249,1.7278,0.5769,2.9852,0.3329,0.9,0.15
1,1,8.625,119.061,28.2094,0.8997,1.195,1.2075,1.4227,1.458,2.0242,0.9125,0.0927
1,1,7.625,126.2512,27.8489,-1.7943,0.8571,1.6352,1.8061,2.6738,3.2619,0.9625,0.0484
1,1,8.125,127.844,31.9537,0.054,0.8779,2.3446,2.1826,5.4972,4.7639,0.8875,0.1269
1,1,7.625,129.5078,25.0343,1.03,1.3773,1.5715,2.0956,2.4698,4.3917,0.9125,0.1166
1,1,8.375,120.73,26.1922,-0.9003,0.4095,0.9602,1.5858,0.922,2.5149,0.9,0.1225
1,1,8.25,118.1227,25.3725,-3.947,2.1389,3.5823,4.2689,12.8329,18.2239,0.875,0.109
1,1,9,114.8251,27.6812,-0.6456,2.1688,2.8934,2.1389,8.3718,4.5747,0.85,0.1225
1,1,8,126.898,26.6829,0.6716,2.7622,4.4656,5.707,19.9419,32.5693,0.8875,0.0781
1,1,5.75,198.9342,90.8807,-2.6243,5.3045,3.9432,11.9761,15.5485,143.4259,0.8375,0.1798
1,1,7.125,137.752,28.9661,-1.3981,0.5703,1.8523,1.5862,3.4312,2.5161,0.8875,0.1269
1,1,7.75,125.8652,32.4755,1.7208,2.329,4.4213,4.3098,19.5475,18.5746,0.925,0.109
1,1,8.375,123.0732,32.5389,11.1398,9.9175,34.1616,11.8401,1167.0161,140.1872,0.7875,0.19
1,1,7.5,127.8023,33.859,12.4089,12.5534,27.3473,14.6573,747.8765,214.8376,0.6875,0.2315
1,1,7.75,122.3297,24.5742,1.2037,2.1799,1.8041,1.9811,3.2547,3.9247,0.9125,0.1364
1,1,7.75,120.145,27.2297,-2.0068,0.9272,1.4285,1.3651,2.0405,1.8635,0.9125,0.0599
1,1,7.625,127.8753,28.9023,-4.5346,4.7864,2.7061,4.6611,7.3232,21.7261,0.8,0.1225
1,1,8.25,119.71,23.4853,7.4638,7.7872,24.4993,7.5319,600.2153,56.7294,0.825,0.1392
1,1,7.5,119.311,27.6795,-2.0603,0.9006,1.0421,2.8824,1.086,8.3082,0.9625,0.0484
1,1,8.5,120.2999,30.7726,-0.4918,0.0018,0.6277,1.8885,0.3941,3.5663,0.9625,0.0484
1,1,7,133.6358,27.8393,-1.6147,2.3329,1.2759,2.6694,1.6279,7.1255,0.9125,0.0781
1,1,8.5,121.5096,24.9488,-1.3829,2.5323,2.107,3.4795,4.4395,12.1068,0.825,0.1199
1,1,8.375,121.576,27.4309,15.6088,5.4911,24.0719,6.5102,579.4557,42.3833,0.675,0.1392
1,1,8,122.5804,25.0393,0.8602,1.4915,1.8973,1.3745,3.5999,1.8891,0.85,0.1225
1,1,8.375,121.9173,31.4096,-1.38,2.7577,1.9952,4.6539,3.9807,21.6583,0.8625,0.1218
1,1,8.625,121.7041,26.1006,-2.6116,1.9658,1.3144,4.7386,1.7276,22.4539,0.8625,0.0857
1,1,7.25,141.8725,38.5,22.6859,15.6438,61.1486,19.6012,3739.1455,384.2072,0.7375,0.1996
1,1,8.625,118.2548,32.0633,-0.618,0.4119,0.8818,0.7761,0.7775,0.6023,0.9625,0.0484
1,1,8.375,117.3703,21.7609,-3.0434,2.7883,1.5929,3.5624,2.5374,12.691,0.9,0.1225
1,1,7.5,128.0638,25.7107,-0.2483,1.9939,2.4487,1.8201,5.996,3.3128,0.85,0.0866
1,1,7.5,130.8113,29.8491,0.4995,1.1437,1.0333,1.8893,1.0678,3.5696,0.95,0.0707
1,1,7.375,118.0668,25.8793,-0.2392,-0.1336,0.6788,1.1922,0.4608,1.4213,0.8875,0.1269
1,1,7.5,126.1256,34.8095,-0.394,1.9512,2.648,2.3542,7.0117,5.5423,0.85,0.15
1,1,7.125,136.7742,31.227,0.0234,1.1277,0.887,1.8939,0.7868,3.5868,0.925,0.0968
1,1,8,126.221,33.5142,-1.9148,2.555,0.9895,5.2322,0.979,27.3759,0.9125,0.0781
1,1,6.875,153.351,53.9854,-0.9604,0.4635,1.242,0.7994,1.5427,0.6391,0.9125,0.0927
1,1,7.375,132.4533,39.78,13.5587,9.7626,41.3903,7.6544,1713.1562,58.5902,0.7875,0.1965
1,1,7.75,123.1705,28.5736,-0.7548,3.0538,3.955,5.1509,15.6419,26.532,0.8875,0.1452
1,1,8.5,116.537,25.0473,-3.4008,2.983,3.0057,7.0679,9.034,49.9549,0.875,0.0968
1,1,8.375,124.6964,28.9297,0.3902,1.0392,1.5528,1.2023,2.411,1.4455,0.9,0.1118
1,1,8,128.499,29.989,-0.8037,3.2061,1.4304,4.4009,2.0462,19.3681,0.8625,0.1218
1,1,7.875,118.1777,23.6771,-2.3253,1.9694,2.357,4.3866,5.5553,19.242,0.8625,0.1218
1,1,8,127.6605,22.7888,-2.9037,2.4652,3.0513,5.4265,9.3102,29.4466,0.8875,0.1053
1,1,6.875,132.1632,21.9788,0.2898,2.9458,4.5615,7.5156,20.8071,56.4839,0.875,0.1199
1,1,7.625,119.1982,27.3147,-1.171,1.5179,2.9034,1.8107,8.4297,3.2788,0.875,0.0661
1,1,7.875,126.5817,28.299,-2.1539,2.887,0.4932,2.6876,0.2432,7.2233,0.8625,0.0992
1,1,8.5,115.3638,25.7599,-0.1147,2.3858,4.0064,4.6337,16.0511,21.4714,0.825,0.1299
1,1,7.375,124.833,32.838,-1.2482,0.4603,0.9202,1.0076,0.8467,1.0153,0.9,0.1
1,1,7.375,138.5447,35.6863,0.3971,1.5885,2.2368,2.0077,5.0034,4.031,0.9375,0.0857
1,1,9.125,116.218,27.4216,-1.1175,2.1985,2.2491,3.2247,5.0582,10.3989,0.9125,0.0781
1,1,6.625,156.9142,34.9978,0.3824,2.0632,1.6475,1.3871,2.7144,1.9239,0.9,0.0866
1,1,8,130.1129,28.9242,-1.1538,2.1036,1.6648,4.4265,2.7716,19.5941,0.95,0.0707
1,1,6.75,134.8325,24.4458,-2.0033,0.7393,1.1873,3.5249,1.4097,12.4253,0.9625,0.0484
1,1,8.375,114.7095,23.2051,-2.0905,1.1548,0.8818,2.8112,0.7776,7.9029,0.9375,0.0696
1,1,7.375,127.7822,30.5201,-3.0162,2.3106,2.328,4.2926,5.4197,18.4266,0.875,0.0829
1,1,7.625,121.3195,28.2851,-2.1543,2.7388,1.9132,6.1241,3.6605,37.5045,0.875,0.1299
1,1,7.75,117.249,25.4605,12.2519,8.3489,29.9138,11.5088,894.8372,132.4521,0.7375,0.1654
1,1,7.375,129.0665,33.7058,-0.3451,3.2645,3.1736,5.4751,10.0719,29.977,0.85,0.1225
1,1,6.875,143.0033,41.1551,-0.447,1.2739,1.7309,1.3296,2.996,1.7677,0.8875,0.0927
1,1,7.75,126.0662,31.7505,-0.0073,0.5237,1.512,1.8213,2.2862,3.3172,0.925,0.109
1,1,6,180.0708,71.1311,-0.9271,1.692,0.9275,1.4494,0.8603,2.1007,0.925,0.0661
1,1,8.625,119.2559,28.6272,-1.7703,1.1247,0.8315,1.4849,0.6914,2.2048,0.925,0.0829
1,1,7.625,117.0517,21.3775,-1.4121,0.5542,1.3342,1.5497,1.78,2.4017,0.95,0.05
1,1,8,120.6052,26.9452,-0.0809,0.4518,1.5018,1.5736,2.2555,2.4762,0.95,0.0707
1,1,7.25,131.1243,28.6653,-1.7043,1.721,0.912,2.5089,0.8318,6.2948,0.9125,0.0599
1,1,7.625,137.2055,41.3227,0.1548,1.5032,1.8554,2.3698,3.4426,5.6159,0.8625,0.1111
1,1,7.5,128.8577,30.0515,-2.2596,1.2325,2.8681,2.1995,8.2261,4.8377,0.875,0.1199
1,1,8,123.9997,29.7576,-1.8282,3.433,1.9897,4.655,3.9589,21.669,0.875,0.1299
1,1,8.125,117.6802,27.0224,8.4512,5.5403,25.8987,6.924,670.7427,47.9421,0.775,0.1392
1,1,7.375,122.575,27.5788,0.2258,2.6681,0.953,1.3174,0.9082,1.7356,0.9,0.1225
1,1,8.125,121.4248,28.8194,-1.6135,0.5007,1.5696,1.7163,2.4635,2.9458,0.9875,0.0331
1,1,7.625,124.7157,27.5804,1.8851,2.7789,2.4807,3.7647,6.1541,14.1731,0.825,0.109
1,1,9.5,110.1879,26.7484,-0.1018,1.4467,3.3566,4.1043,11.2667,16.845,0.9,0.1118
1,1,7.75,123.6395,26.6399,-2.4218,2.551,1.9596,5.4113,3.8401,29.2822,0.9125,0.0781
1,1,8.125,121.246,25.1378,-0.1983,0.935,0.7356,1.6192,0.5411,2.6217,0.9,0.1
1,1,7.875,121.5813,25.9734,-1.4462,0.5704,1.507,1.1986,2.2711,1.4366,0.95,0.0707
1,1,7.25,130.5605,30.7317,-0.246,0.4506,0.694,1.2463,0.4816,1.5533,0.9375,0.0857
1,1,8.5,112.5706,26.0658,-3.674,3.0027,2.0755,8.6557,4.3079,74.9208,0.925,0.1299
1,1,7.5,120.1235,28.0402,4.325,3.2601,11.5962,3.4682,134.4728,12.0281,0.8125,0.19
1,1,7.625,127.3497,29.7058,-1.5908,1.2718,3.4086,2.6427,11.6185,6.9837,0.8875,0.0927
1,1,7.625,128.54,30.842,-1.6746,0.5773,1.0387,1.3726,1.0788,1.8841,0.975,0.0661
1,1,7.125,134.4352,30.1621,-0.0811,0.3755,1.1152,0.8887,1.2436,0.7898,0.9625,0.0484
1,1,8.125,119.5,23.3247,-4.7825,2.5418,4.0701,4.5612,16.5659,20.8045,0.8875,0.0927
1,1,8.25,119.9928,30.2251,1.3916,2.4062,3.0515,3.0215,9.3115,9.1294,0.825,0.109
1,1,7.25,130.7308,33.998,-0.366,0.6736,0.9109,1.1567,0.8298,1.338,0.9,0.1
1,1,7.875,119.8712,24.465,-2.2767,2.0591,5.2979,4.5368,28.068,20.5825,0.875,0.1392
1,1,8,122.0948,29.1495,-1.8093,1.8521,1.6392,3.1795,2.6869,10.1092,0.8375,0.1218
1,1,8.25,117.3293,24.6146,-1.8976,1.2462,1.1726,3.2673,1.375,10.675,0.925,0.0829
1,1,7.5,125.5253,27.623,-4.0578,0.8264,2.7239,2.8102,7.4196,7.8974,0.9625,0.0696
1,1,7.875,126.3068,29.8349,-1.3715,2.0664,2.5666,2.1288,6.5875,4.532,0.95,0.05
1,1,8.5,120.4576,27.4919,19.3471,14.9106,61.285,25.6745,3755.8515,659.1802,0.7375,0.2176
1,1,8.125,121.3153,31.0588,-3.0256,2.075,2.2711,4.2825,5.1581,18.34,0.925,0.0661
1,1,7.75,123.58,25.0746,-1.8824,2.2429,2.5735,3.3077,6.6228,10.941,0.8875,0.0927
1,1,8,121.071,26.9189,5.5215,7.0816,33.317,3.9217,1110.0222,15.3795,0.775,0.1785
1,1,7.875,121.7445,26.4494,0.0702,0.4841,1.6123,1.4341,2.5996,2.0567,0.95,0.05
1,1,8.125,121.5177,26.3133,0.5502,2.7737,11.934,4.023,142.4214,16.1844,0.9375,0.1111
1,1,8.375,120.1305,25.1934,-0.0804,1.4563,1.4616,1.3771,2.1362,1.8963,0.9375,0.0696
1,1,7.875,126.917,30.654,0.8137,2.7783,8.1461,4.2405,66.3591,17.9814,0.8875,0.1166
1,1,7.625,129.2577,32.6325,-0.6885,2.5463,2.5308,3.1641,6.405,10.0115,0.8625,0.0992
1,1,7.625,123.2678,32.9805,-1.7602,3.7679,2.033,6.4768,4.1331,41.9491,0.875,0.1479
1,1,7.75,125.8507,29.7788,20.0909,8.8077,42.9274,8.5506,1842.7598,73.1129,0.7125,0.1763
1,1,8,120.793,23.7687,20.8914,14.8258,51.8978,17.0403,2693.3769,290.372,0.675,0.1714
1,1,7.5,132.4765,34.4949,-1.086,0.647,1.8101,1.0072,3.2765,1.0145,0.9375,0.0696
1,1,8,119.6435,28.3081,-1.8429,2.8252,0.4956,3.0635,0.2457,9.3849,0.8875,0.1053
1,1,7.375,128.324,34.9734,-1.326,1.9285,1.0513,3.1206,1.1052,9.7382,0.9,0.0866
1,1,7.875,135.822,33.677,-0.8417,0.1152,1.2452,1.6673,1.5506,2.7799,0.925,0.0968
1,1,8.25,119.9876,19.9827,-0.1119,1.5168,0.9599,3.583,0.9215,12.8382,0.9375,0.1218
1,1,9.125,117.5839,23.4713,-2.6003,-0.0621,1.9348,1.1321,3.7436,1.2816,0.9625,0.0484
1,1,7.625,122.8071,24.066,0.069,2.1887,2.1017,2.7952,4.4171,7.8133,0.8875,0.1166
1,1,6.625,162.0952,51.634,-0.1268,0.6046,0.9939,0.9107,0.9879,0.8293,0.9375,0.0696
1,1,7.5,126.6433,22.2086,-0.0334,2.6737,1.5349,2.8122,2.356,7.9087,0.875,0.1199
1,1,7.625,119.9393,27.751,1.0515,1.672,2.3144,2.0881,5.3565,4.3601,0.9125,0.1053
1,1,8.375,119.5542,25.6354,-1.0491,1.4076,1.0831,1.1349,1.1731,1.2879,0.9375,0.0857
1,1,8.375,122.9457,30.4391,-1.4524,1.6122,1.4664,3.0527,2.1504,9.3187,0.8875,0.0781
1,1,8.125,125.704,27.4354,20.2096,15.3325,34.9224,18.838,1219.5733,354.8715,0.7125,0.2027
1,1,7.625,122.1422,25.4237,-1.0107,1.5242,1.9458,2.7051,3.7863,7.3178,0.8875,0.1053
1,1,7.5,129.3288,28.8349,-0.4994,0.8115,2.1232,1.5989,4.5078,2.5564,0.8875,0.1536
1,1,8,122.1862,24.6361,22.6677,12.8021,47.4496,13.3046,2251.4646,177.0136,0.7,0.1871
1,1,7,137.2402,38.0798,-1.4764,1.6456,1.0249,2.5985,1.0504,6.7522,0.9,0.1414
1,1,7.75,122.157,25.8431,1.0833,3.426,2.7221,5.0562,7.4096,25.5654,0.7875,0.1053
1,1,7,139.4568,25.6362,0.5071,2.2344,2.1872,3.7885,4.7837,14.353,0.925,0.0661
1,1,7.125,134.1865,36.2401,2.2675,2.9477,4.5954,4.1625,21.1178,17.3267,0.85,0.1118
1,1,6.875,150.4188,38.5579,-0.3153,3.5114,1.8002,4.2289,3.2406,17.8837,0.875,0.1299
1,1,7.75,122.6859,26.1912,-1.8324,1.1991,0.5796,1.9821,0.3359,3.9288,0.9,0.0866
1,1,4.625,134.87,21.0767,-1.4348,2.5963,2.4453,4.831,5.9795,23.3388,0.8375,0.0857
1,1,7.375,136.8992,34.0663,-1.2543,1.6641,0.7776,2.3978,0.6046,5.7494,0.8625,0.1867
1,1,7.75,127.149,30.0002,-4.1877,2.4565,2.4686,5.0721,6.0941,25.726,0.85,0.1225
1,1,7.75,127.2473,31.8493,0.5905,4.1548,10.8861,4.1966,118.5064,17.6118,0.8375,0.1409
1,1,8.125,119.3127,29.5579,13.5827,9.5009,42.493,11.2022,1805.6533,125.4893,0.7875,0.1763
1,1,7.875,118.935,25.9351,-1.0466,1.6644,1.7887,3.106,3.1996,9.6474,0.9125,0.1615
1,1,7.625,133.5995,37.4523,-2.0415,1.0201,1.1111,1.0683,1.2345,1.1413,0.925,0.1299
1,1,8,128.5997,31.1338,0.444,0.9761,0.7618,0.5702,0.5804,0.3251,0.95,0.05
1,1,7.875,121.8513,26.2856,0.1727,2.4918,2.0532,1.6408,4.2158,2.6924,0.85,0.1581
1,1,8.5,121.738,29.2444,0.3089,2.2676,1.245,2.9542,1.5501,8.7275,0.8875,0.0599
1,1,8,126.504,31.0992,0.2866,1.9335,1.8821,2.5249,3.5425,6.3754,0.9,0.0866
