PD,STIMU,Rate (Hz),ISI mean (ms),ISI std  (ms),mean mean diff,mean std diff,std mean diff ,std std diff,var diff mean,var std diff,mean mean FR,std mean Fr
1,1,7.5,125.1517,23.9126,0.2997,3.5925,2.1475,4.008,4.612,16.0641,0.8375,0.1728
1,1,7.125,129.7613,28.9014,-0.2132,-0.4662,1.4203,0.9799,2.0172,0.9602,0.8875,0.1269
1,1,6.625,153.5733,47.9987,-0.5316,0.7563,0.6178,1.0737,0.3817,1.1529,0.95,0.05
1,1,7.75,128.8917,22.5912,-1.1197,2.3766,1.3793,2.6584,1.9025,7.0671,0.9375,0.0484
1,1,7,144.6483,33.2216,-2.2353,1.9784,1.3294,6.0186,1.7674,36.2233,0.9375,0.0696
1,1,7.875,127.0608,23.8519,0.8016,0.9898,1.1138,1.7581,1.2405,3.0909,0.8875,0.0927
1,1,8,119.8325,21.4224,-0.7428,1.8048,1.8533,4.1882,3.4346,17.5414,0.9,0.0707
1,1,7.75,121.0622,26.6446,7.9815,8.7325,28.7942,8.4307,829.1036,71.0771,0.75,0.1225
1,1,7.125,131.1547,25.793,0.1638,0.8699,1.1093,0.8443,1.2305,0.7129,0.925,0.0829
1,1,6.875,158.6332,64.132,-0.2282,0.3593,0.9621,1.016,0.9256,1.0324,0.9,0.1
1,1,8.375,122.0313,26.8043,-1.4224,1.986,0.8385,2.9994,0.7031,8.9961,0.95,0.05
1,1,6,168.0615,50.8198,-2.4103,3.6932,2.5775,3.2782,6.6433,10.7468,0.825,0.1199
1,1,7.875,123.3527,30.1057,-1.6129,1.45,2.0984,1.8178,4.4034,3.3045,0.9375,0.0696
1,1,8.125,113.3127,21.1637,-1.9573,1.0939,2.3731,1.5846,5.6315,2.511,0.95,0.05
1,1,7.125,136.2835,29.5246,-1.9268,1.1403,2.4345,3.3727,5.9267,11.3752,0.9,0.1118
1,1,7.875,114.3527,20.2557,-0.7413,0.9475,0.2826,1.1119,0.0799,1.2364,0.9125,0.0927
1,1,7.875,121.7397,24.3495,0.6287,1.6269,1.0233,1.6164,1.0471,2.6128,0.85,0.1323
1,1,7.875,121.1453,33.9085,-2.8528,2.6823,2.5269,5.6882,6.3853,32.356,0.875,0.109
1,1,7.75,130.8288,31.8231,0.5377,3.4669,2.0664,4.0417,4.2698,16.3355,0.85,0.0866
1,1,8.75,113.3664,28.0695,-3.2094,1.6598,1.6928,4.6382,2.8655,21.5126,0.9375,0.0696
1,1,8.25,116.0908,27.8028,1.4664,6.6208,15.4363,7.769,238.2799,60.3568,0.8375,0.1317
1,1,7.625,131.376,30.3712,-0.2014,3.8354,5.2187,6.894,27.2348,47.5279,0.875,0.0968
1,1,7.75,124.539,31.6277,-1.0909,0.9134,1.742,1.7928,3.0346,3.2141,0.925,0.0661
1,1,7.5,122.1502,25.6512,-5.2143,3.4698,5.7382,7.7264,32.9267,59.6968,0.8875,0.1269
1,1,8,127.8813,31.7938,9.4646,6.1095,27.6324,5.5759,763.5495,31.0903,0.825,0.1561
1,1,8.125,126.5963,30.6055,-0.1365,0.4199,1.1833,1.0489,1.4003,1.1002,0.9625,0.0696
1,1,7.75,123.4622,25.4967,-1.8884,1.2891,1.2277,3.6854,1.5073,13.582,0.9125,0.0927
1,1,6.375,165.4747,58.6231,-1.6307,0.7196,1.1183,1.6192,1.2505,2.6217,0.9375,0.0696
1,1,7.875,129.6838,30.9755,0.0175,0.8018,3.654,2.9747,13.3516,8.8489,0.975,0.0661
1,1,7.625,126.9643,28.7055,-1.0415,-0.1001,2.169,0.5552,4.7047,0.3082,0.95,0.0707
1,1,7.625,119.1635,24.4067,-2.8845,2.1996,1.7709,6.3228,3.1361,39.9775,0.9,0.0866
1,1,7.375,130.2007,31.8807,-0.2793,0.8906,1.0005,2.2193,1.0009,4.9254,0.9125,0.1053
1,1,7.625,130.2598,30.5542,-1.3917,0.8947,1.1533,2.2171,1.3302,4.9156,0.925,0.0433
1,1,7.125,129.4822,30.0514,-2.5703,1.5397,1.9505,2.7804,3.8046,7.7306,0.925,0.0829
1,1,7.75,134.1903,39.3826,-2.0991,1.8293,1.2305,2.2187,1.5142,4.9224,0.8625,0.1317
1,1,6.375,174.3283,76.5776,-3.2665,2.0541,1.8228,1.8946,3.3227,3.5894,0.8625,0.0857
1,1,7.375,127.9152,33.9835,17.5082,13.9187,58.0944,19.4013,3374.9587,376.41,0.7125,0.2088
1,1,7.625,120.3783,23.129,1.3521,0.6444,2.7802,3.6342,7.7295,13.2075,0.8375,0.1798
1,1,8,126.0397,27.1401,-1.5081,3.1285,2.2885,6.8432,5.2372,46.8295,0.85,0.1118
1,1,8.5,115.5799,25.5759,-2.4305,1.1529,1.7527,1.5133,3.0721,2.2902,0.9375,0.0484
1,1,7.375,129.8678,33.3634,8.4063,10.1755,34.037,7.3175,1158.5173,53.546,0.7375,0.1867
1,1,7.375,134.3948,36.6046,0.2751,2.705,3.0946,3.6575,9.5765,13.3775,0.8875,0.1269
1,1,7.625,120.654,23.5786,-0.866,1.3758,1.8194,1.5187,3.3102,2.3063,0.9,0.0866
1,1,7.625,127.1172,29.4665,-1.7985,2.5057,0.55,3.2001,0.3025,10.2408,0.8875,0.0781
1,1,7.875,127.1463,32.0123,6.5343,6.6761,22.0627,8.8892,486.7616,79.0185,0.8125,0.1536
1,1,8,117.1277,22.8378,-0.0968,2.3467,4.5204,4.2905,20.4343,18.4084,0.8875,0.1053
1,1,7.75,127.1,31.9174,-0.8023,1.3326,0.6999,2.4208,0.4899,5.8601,0.9125,0.0927
1,1,7.5,125.8476,27.6026,-0.4869,4.2312,5.3279,7.5261,28.3866,56.6423,0.85,0.1658
1,1,8,119.3118,20.2668,-0.594,2.3638,1.6325,4.9202,2.6651,24.2081,0.9,0.0707
1,1,7.75,126.0057,38.9561,-4.5365,1.9108,3.6605,3.9572,13.3994,15.6593,0.8875,0.1166
1,1,8.375,120.4174,27.2154,-0.2169,1.0354,2.4836,1.6426,6.1683,2.6981,0.8875,0.1053
1,1,8,127.0655,30.0097,0.9288,1.8703,2.3136,2.2706,5.3528,5.1556,0.875,0.0829
1,1,8.125,117.4513,26.8664,-1.2961,0.5386,1.3702,1.5577,1.8775,2.4264,0.9,0.1
1,1,8.375,117.7551,23.1941,-1.6916,1.5198,1.273,2.45,1.6205,6.0026,0.925,0.0661
1,1,7.75,131.4347,31.7275,-0.7699,1.0625,2.1823,2.4163,4.7626,5.8387,0.85,0.15
1,1,8.25,116.5042,29.4117,-0.4138,1.3379,1.2767,0.5961,1.63,0.3553,0.9125,0.0781
1,1,7,142.4067,25.8383,-3.5411,2.8401,2.4922,4.8898,6.2109,23.9105,0.9125,0.1166
1,1,8.125,121.4793,28.9991,-2.6882,1.8599,1.9881,3.4865,3.9525,12.156,0.8875,0.1053
1,1,8.125,122.4662,27.8055,4.5906,6.3553,31.849,8.0969,1014.3577,65.559,0.825,0.1714
1,1,8.125,119.25,23.5873,-1.2869,0.5466,1.5473,1.0012,2.3941,1.0024,0.975,0.0433
1,1,7.875,123.803,24.9343,-1.5858,0.9589,0.7895,4.1679,0.6233,17.3718,0.9375,0.0484
1,1,8.375,114.3273,27.1573,8.9787,5.8399,26.6133,4.1934,708.2665,17.5843,0.8,0.1732
1,1,8.75,117.1699,23.7936,0.159,2.5703,2.1618,4.5735,4.6735,20.9167,0.8625,0.0992
1,1,7.875,126.0022,26.7723,0.394,1.3441,1.0084,1.3195,1.0169,1.7411,0.9125,0.1166
1,1,6.75,144.3008,33.6894,-1.1269,0.8932,1.3083,1.9758,1.7117,3.9038,0.9625,0.0696
1,1,7,144.23,43.068,10.9761,1.2374,11.239,1.2228,126.3151,1.4952,0.6,0.1732
1,1,8.375,120.585,25.9167,4.2769,4.8818,27.9551,5.1671,781.4881,26.6992,0.8625,0.1317
1,1,7.75,124.3963,33.6148,-0.162,1.647,1.7954,2.3281,3.2234,5.4201,0.9,0.0866
1,1,8.375,116.4395,23.4167,25.4988,12.9273,46.1195,12.4286,2127.0079,154.469,0.7,0.1581
1,1,8,129.4567,27.7163,0.2714,0.8908,0.4963,1.5348,0.2463,2.3555,0.9625,0.0696
1,1,8.25,125.1269,32.4536,-0.685,0.3702,1.3988,1.1536,1.9566,1.3308,0.925,0.0829
1,1,7.875,120.7927,28.6214,-2.7368,2.2338,2.56,3.428,6.5536,11.751,0.875,0.1299
1,1,8.625,119.479,25.4081,5.2931,5.2983,27.6015,7.2248,761.8423,52.1974,0.8375,0.1576
1,1,7.5,125.7553,30.4639,0.655,1.4385,3.1387,2.1042,9.8515,4.4275,0.9,0.1118
1,1,7.25,122.278,24.4423,0.8266,1.1295,1.2894,1.7308,1.6626,2.9956,0.9375,0.0484
1,1,8.125,121.0977,29.6951,-0.9002,2.0494,2.0782,3.1272,4.319,9.7794,0.9,0.0866
1,1,8.5,121.334,27.5528,-7.307,5.3008,5.3125,6.1224,28.223,37.4836,0.825,0.1714
1,1,9.375,111.17,22.8839,0.1069,0.7551,1.0954,1.1774,1.1999,1.3863,0.8875,0.1053
1,1,7.75,124.7619,28.5456,-1.0809,2.5453,1.857,3.1216,3.4486,9.7444,0.925,0.0968
1,0,3.75,222.945,21.8726,21.9702,15.748,59.6722,22.6647,3560.7771,513.6873,0.7125,0.2472
1,0,4.375,241.585,41.17,-2.1963,2.8132,2.5241,4.8124,6.3712,23.1593,0.9,0.1
1,0,4,235.9717,42.9962,-0.8949,1.6182,1.6432,1.3991,2.7001,1.9576,0.925,0.0829
1,0,3.875,218.6233,39.324,-0.7299,0.1228,0.9592,0.8355,0.9201,0.698,0.925,0.109
1,0,2.5,92.2567,15.8728,-0.664,-0.427,2.1686,1.0033,4.703,1.0066,0.9125,0.2315
1,0,3.875,180.6983,16.1286,-0.2851,1.2105,1.1584,1.3228,1.3419,1.7498,0.9125,0.0927
1,0,4.375,218.6667,33.1689,0.3287,2.6781,2.871,5.1795,8.2429,26.8271,0.925,0.0661
1,0,4.5,221.4467,33.902,-0.4444,0.3402,1.6887,0.8893,2.8517,0.7909,0.875,0.1561
1,0,4.25,211.765,28.718,-2.067,2.6667,3.4547,4.3813,11.9348,19.1962,0.875,0.1299
1,0,4.75,222.5917,38.4417,-0.9833,0.8317,1.6353,1.7361,2.6742,3.0139,0.9125,0.0599
1,0,4.125,207.6783,23.4782,-0.8576,1.4917,1.0045,2.5751,1.0089,6.6311,0.925,0.0661
1,0,4,238.855,41.0098,-3.6969,2.6395,1.2557,4.063,1.5767,16.5081,0.9125,0.1053
1,0,4,215.2508,37.9056,1.2428,1.7081,2.6914,2.84,7.2434,8.0656,0.825,0.1199
1,0,4.625,230.96,28.8139,-2.275,2.2573,1.5367,3.0866,2.3615,9.5269,0.925,0.109
1,0,4.375,245.2533,44.3464,-0.3586,0.4431,0.5568,1.3857,0.31,1.92,0.95,0.05
1,0,4.875,211.7225,26.9706,-1.109,0.8914,0.7691,1.9139,0.5915,3.6628,0.95,0.05
1,0,4.25,250.0067,18.7821,-2.1484,3.4261,2.2216,1.6211,4.9354,2.6279,0.8125,0.1269
1,0,3.75,276.5183,22.8694,-0.3276,3.8655,1.8826,5.3303,3.5441,28.412,0.85,0.0866
1,0,4.625,215.6667,31.489,-0.88,2.4923,1.1787,3.9781,1.3894,15.8257,0.925,0.0968
1,0,4.25,204.425,24.875,-0.7752,2.1562,1.5183,3.1168,2.3052,9.7143,0.875,0.1479
1,0,4.25,196.8567,26.6295,-1.2212,2.9972,3.7801,3.9558,14.2888,15.6483,0.8875,0.1452
1,0,2.625,157.3567,9.3735,1.1515,1.466,1.8162,2.5566,3.2987,6.5362,0.95,0.0866
1,0,4.5,202.3683,32.4597,-1.3331,0.3898,1.5813,1.2221,2.5005,1.4935,0.9125,0.0927
1,0,4.75,205.1183,32.3163,-2.5753,3.201,2.8125,4.3125,7.9103,18.5978,0.8625,0.0696
1,0,4.5,221.4233,34.2893,-1.2217,-0.7173,1.7165,0.5694,2.9464,0.3242,0.975,0.0661
1,0,4.25,202.385,21.2665,-0.3017,2.3855,2.2389,4.8435,5.0127,23.4594,0.9,0.1
1,0,4.125,217.8667,31.6613,-1.5436,2.3175,1.171,3.2945,1.3712,10.8537,0.925,0.0829
1,0,3,230.27,26.78,-0.0435,2.2902,2.5742,2.0168,6.6264,4.0674,0.875,0.109
1,0,4.25,223.8933,36.4761,25.4253,14.8478,66.9007,12.4073,4475.7084,153.941,0.7,0.1803
1,0,3.875,239.86,33.5991,2.1828,1.9449,14.7768,3.8554,218.3548,14.8641,0.925,0.0661
1,0,2.875,106.3767,15.834,-0.4075,2.6461,1.8106,4.7592,3.2781,22.6503,0.8375,0.1111
1,0,4.5,230.2567,44.4547,0.4908,2.5509,1.5928,1.1209,2.537,1.2565,0.8625,0.0992
1,0,4,213.995,41.1967,19.5173,13.4763,67.0424,16.2233,4494.686,263.1943,0.75,0.2291
1,0,3.375,250,27.73,44.589,4.3745,35.0334,4.8377,1227.3367,23.4032,0.375,0.2046
1,0,2,118.135,5.535,34.753,8.234,51.4656,6.8155,2648.7125,46.4517,0.4375,0.269
1,0,4.875,213.3817,27.6065,31.3803,8.5992,39.7736,6.2529,1581.9393,39.0991,0.4,0.1225
1,0,4.25,216.5867,44.1578,40.7567,7.8648,22.4555,7.2253,504.249,52.2054,0.3875,0.1536
1,0,4.75,204.1417,35.8562,12.4453,3.1746,16.289,2.5794,265.3322,6.6533,0.25,0.1658
1,0,4.375,202.8617,25.6317,32.2517,3.2257,29.7507,2.3915,885.1023,5.7194,0.3875,0.1452
1,0,2,89.775,18.555,22.6413,6.6338,26.3553,8.1028,694.6042,65.655,0.4375,0.0857
1,0,4.25,213.1667,32.3041,40.8573,6.7804,47.7725,7.155,2282.2075,51.1947,0.45,0.1803
1,0,4.5,210.0817,27.9477,35.841,5.7436,33.2815,4.3151,1107.6614,18.6198,0.425,0.192
1,0,4.875,194.95,32.4602,22.5483,7.6883,47.4707,10.7069,2253.4633,114.638,0.475,0.2437
1,0,4.5,192.925,19.7491,34.6297,4.6956,37.3935,3.5223,1398.2728,12.4065,0.4125,0.1833
1,0,4,209.205,28.1829,37.933,8.202,22.1324,7.8113,489.8423,61.0159,0.4,0.2062
1,0,3.75,227.3317,24.8318,36.2582,7.5811,26.3996,7.7682,696.9403,60.3446,0.4,0.1658
1,0,4.25,208.3167,22.4754,27.65,5.7628,43.4905,5.4264,1891.4239,29.4455,0.4625,0.2595
1,0,4,229.2383,33.4335,30.8687,8.8693,43.2409,6.4574,1869.7791,41.6979,0.4375,0.1495
1,0,3.5,250.6533,16.002,19.0525,5.3941,21.3513,4.0262,455.8762,16.2101,0.4875,0.1269
1,0,4.25,209.1883,32.8064,38.2633,3.7564,50.3628,2.5599,2536.414,6.553,0.425,0.0968
1,0,4.625,215.3092,31.5816,48.8497,4.5739,42.1423,4.7068,1775.9713,22.1537,0.375,0.2332
1,0,4.375,205.2633,26.005,33.0793,6.2978,45.888,4.6802,2105.7109,21.9046,0.4625,0.1111
1,0,4,220.1583,13.2258,40.885,4.975,37.0735,6.0245,1374.4441,36.294,0.425,0.1984
1,0,4.5,210.0683,39.035,29.7213,5.3259,49.2845,4.1741,2428.9618,17.423,0.425,0.1714
1,0,4.25,217.9233,30.8601,31.4713,1.8747,18.2238,1.8812,332.108,3.5389,0.2625,0.1728
1,0,4.625,216.8367,30.5454,33.7697,6.4919,41.805,5.6422,1747.6548,31.8348,0.45,0.15
1,0,3.75,220.2867,17.1415,23.9297,6.4633,39.1032,4.5428,1529.0586,20.6368,0.475,0.2222
1,0,4.375,217.4283,26.3522,44.2847,6.8579,60.7202,3.9875,3686.9484,15.9002,0.45,0.1936
1,0,4.25,281.0017,61.4686,33.495,4.2533,42.9681,2.9889,1846.2608,8.9332,0.425,0.1561
1,0,4,277.2367,58.7735,43.5733,6.3323,42.119,7.6271,1774.0103,58.1727,0.4125,0.1763
1,0,4.875,226.8267,41.5848,42.786,5.356,30.4679,7.5129,928.2954,56.4433,0.3,0.15
1,0,4.875,230.7408,54.5318,44.7787,7.2952,33.5248,11.4435,1123.9098,130.9546,0.425,0.192
1,0,4.5,225.275,23.4003,43.148,6.7198,41.9944,5.6848,1763.5276,32.3165,0.3875,0.19
1,0,4.5,222.7883,25.0511,15.1253,3.1668,30.7586,3.4854,946.091,12.1481,0.2875,0.1965
1,0,4.625,197.8233,24.3865,31.6893,8.8909,35.7135,6.6548,1275.4569,44.2868,0.45,0.0707
1,0,4.375,216.385,30.2576,36.235,8.2393,32.563,5.865,1060.351,34.3977,0.4,0.2
1,0,4.875,215.3558,29.711,46.714,5.546,12.9019,7.1771,166.4597,51.5101,0.3375,0.1728
1,0,4.125,223.1267,39.9983,23.627,1.107,21.8994,2.214,479.5831,4.9018,0.2,0.1732
1,0,4.375,209.99,30.9025,32.4043,5.5213,36.6592,3.4401,1343.8964,11.8346,0.4875,0.1166
1,0,4.125,226.925,25.4907,36.5933,8.8316,45.241,6.3148,2046.7458,39.8772,0.425,0.0968
1,0,4.25,209.7383,33.7609,25.3623,7.1712,31.7699,4.0627,1009.3252,16.5056,0.475,0.0661
1,0,4.875,200.4883,28.7312,37.4163,5.1263,43.2579,4.1666,1871.2463,17.3608,0.4375,0.1798
1,0,4.125,233.715,27.8396,17.955,3.711,19.4589,7.422,378.6474,55.0861,0.2,0.25
1,0,3.625,225.16,21.55,35.7633,6.4608,39.0859,4.7952,1527.711,22.9935,0.425,0.1854
1,0,4.375,230.0742,40.608,18.7923,5.5895,24.9575,7.0282,622.8768,49.396,0.45,0.1658
1,0,4.5,220.9033,21.9547,18.634,6.492,25.1186,4.1582,630.9436,17.2907,0.4875,0.1965
1,0,4.875,204.5158,22.7695,28.347,3.9498,29.3453,4.3146,861.146,18.6155,0.45,0.0866
1,0,4,231.7317,20.2364,39.011,5.6366,28.0273,4.8115,785.5317,23.1503,0.4,0.1732
1,0,3.875,236.4267,20.5567,42.2543,4.9664,64.401,5.2286,4147.486,27.3383,0.375,0.2107
1,0,4.25,238.98,35.834,33.5573,4.4951,25.6943,5.4776,660.1984,30.0045,0.425,0.1299
1,0,4.875,202.6258,27.187,42.4497,6.6867,36.7717,7.426,1352.1613,55.1453,0.4,0.15
1,0,4.5,212.555,32.3519,50.1307,3.2004,27.1109,2.7395,734.9984,7.5048,0.35,0.1936
1,0,4.125,251.2517,43.3833,29.5057,6.5613,33.0867,5.2643,1094.732,27.713,0.425,0.1714
1,0,1.875,92.31,8.6959,34.4598,6.3163,55.8067,6.5893,3114.3849,43.4193,0.4625,0.1218
1,0,4,218.345,38.4682,30.2887,5.201,20.1693,4.0524,406.7994,16.4218,0.4375,0.1409
1,0,4.625,206.5958,35.4256,44.0317,2.6452,51.095,2.0837,2610.6944,4.342,0.4,0.1936
1,0,4.25,204.015,32.2861,32.6837,7.807,23.9121,4.739,571.7866,22.4578,0.45,0.1414
1,0,2.625,113.3283,9.4589,36.9947,6.172,38.542,5.8592,1485.4839,34.3298,0.425,0.1392
1,0,4.125,216.9333,24.6077,29.1513,6.1091,42.8048,9.4062,1832.2484,88.4772,0.4625,0.2955
1,0,4.75,207.1992,18.9121,40.9733,3.4283,34.7619,4.8626,1208.3863,23.6449,0.375,0.2107
1,0,4.75,230.7658,33.2943,36.4637,5.2704,40.2353,4.7183,1618.881,22.2621,0.4375,0.1495
1,0,4.5,214.9683,26.4719,37.0503,12.2937,40.0848,9.8192,1606.7906,96.4175,0.425,0.2727
1,0,3,174.8467,29.5135,37.3973,11.7547,21.8814,11.2455,478.796,126.4609,0.4,0.15
1,0,4.875,224.43,33.0977,31.6513,8.317,54.6703,7.0741,2988.839,50.0433,0.4875,0.2571
1,0,2.875,158.1017,21.7248,34.5102,10.9064,43.3242,7.1345,1876.9859,50.9014,0.4875,0.2368
1,0,4.5,233.45,51.033,33.089,4.6801,41.0361,3.2394,1683.9623,10.4935,0.45,0.0707
1,0,3,137.2483,14.2043,34.8417,5.0102,44.5853,4.6964,1987.8522,22.0566,0.45,0.1225
1,0,3.25,213.63,40.66,39.5647,4.8773,55.1182,3.2584,3038.0199,10.6175,0.4625,0.2058
1,0,3.375,185.2767,17.936,39.699,6.0515,47.1733,6.8655,2225.3199,47.1354,0.4375,0.2058
1,0,4.625,210.7217,39.0052,25.2572,5.9422,30.9918,4.3482,960.4897,18.9065,0.4875,0.1364
1,0,5,214.4608,33.8657,41.5573,7.9997,36.7654,8.6437,1351.6951,74.7138,0.4125,0.1364
1,0,4.25,231.9783,24.1842,41.998,6.1805,43.7381,5.6013,1913.0227,31.3746,0.4375,0.1728
1,0,3.875,243.05,23.6988,35.179,5.0981,43.4985,5.4195,1892.1162,29.3708,0.4125,0.2891
1,0,3.875,233.8283,35.4818,32.2637,6.7522,27.8141,6.3035,773.6228,39.7343,0.425,0.2165
1,0,4.375,205.8067,23.3884,22.6577,5.7462,36.571,3.8019,1337.4416,14.4548,0.4875,0.0781
1,0,2.5,80.6883,14.2718,46.743,5.5679,44.9258,6.7232,2018.3302,45.2012,0.4125,0.19
1,0,4.75,208.2267,29.2232,45.032,4.31,48.7695,3.5405,2378.4594,12.5355,0.3625,0.1576
1,0,4,200.395,16.7126,24.1108,8.1216,22.6335,6.3219,512.2765,39.9669,0.4375,0.1996
1,0,4,204.56,33.5782,23.4647,4.3909,32.8775,3.9044,1080.9318,15.244,0.45,0.1732
1,0,2.875,117.6567,23.3326,20.2252,4.5539,19.9057,2.8075,396.2376,7.8819,0.4875,0.0781
1,0,4,217.4933,17.4945,46.3463,4.0473,37.1858,5.3524,1382.7868,28.6484,0.4,0.2291
1,0,4.375,218.4383,40.5086,43.9433,4.1113,37.5127,3.6693,1407.2011,13.464,0.3875,0.1452
1,0,4.25,203.0083,32.5041,33.236,7.1668,73.2113,7.8949,5359.8898,62.3302,0.425,0.2773
1,0,2.5,141.055,11.135,21.0332,5.4374,36.831,5.4726,1356.522,29.9492,0.4875,0.0599
1,0,3.5,186.1,36.7562,42.511,6.4704,61.452,4.7015,3776.3509,22.104,0.45,0.1732
1,0,3.875,247.9917,32.9368,38.6103,8.6767,50.2129,7.6561,2521.3331,58.6163,0.4125,0.1691
1,0,4.625,235.4017,39.7569,18.462,1.7392,18.8466,2.669,355.1951,7.1238,0.1875,0.1691
1,0,4.5,221.265,39.0993,39.937,7.6936,30.543,10.6041,932.8774,112.4459,0.4,0.1225
1,0,3,118.6017,9.028,28.6352,7.0851,28.7541,4.656,826.7959,21.6784,0.4625,0.0857
1,0,4.75,201.5492,30.4579,37.609,6.4572,40.8986,4.4017,1672.6914,19.3746,0.425,0.1561
1,0,4.5,218.7967,38.9683,22.6657,1.8918,33.9825,1.82,1154.8127,3.3122,0.2625,0.1996
1,0,4.625,217.3558,41.8793,40.4527,4.9215,32.7489,4.6208,1072.4877,21.3518,0.4125,0.2088
1,0,3.625,294.015,44.5369,29.6398,3.7824,44.0973,5.4307,1944.5759,29.4927,0.475,0.109
1,0,5,223.5908,36.548,28.4192,6.6589,63.3741,9.4368,4016.2723,89.0541,0.475,0.2727
1,0,4.5,217.8008,29.1478,36.6417,5.2944,45.0659,3.1602,2030.9349,9.9869,0.45,0.1323
1,0,4,238.7283,37.6868,30.6693,5.9027,40.5695,8.4282,1645.8868,71.0347,0.3,0.1732
1,0,4.625,221.4233,33.3559,27.074,6.6195,61.5595,7.0942,3789.573,50.3272,0.4875,0.2619
1,0,3.875,206.07,32.8724,23.3323,4.345,22.964,4.4039,527.3476,19.3944,0.2875,0.1615
1,0,4.125,251.875,30.6399,27.88,10.2066,64.163,11.8497,4116.8968,140.4163,0.45,0.2828
1,0,4,224.2867,39.8265,20.1997,2.8409,18.8848,2.7097,356.6368,7.3427,0.3,0.1225
1,0,4.5,198.7367,27.7445,42.726,8.132,25.9565,8.4521,673.7391,71.4388,0.325,0.1714
1,0,4.375,223.1033,36.6302,34.1513,3.5872,18.045,3.6533,325.6236,13.347,0.3375,0.1654
1,0,4.375,236.1867,40.7471,25.8223,7.801,39.628,4.7618,1570.3797,22.6745,0.4625,0.0696
1,0,4,210.4233,22.281,13.3962,6.7731,25.9888,7.8553,675.4175,61.7059,0.5,0.3162
1,0,4.75,229.0333,43.2076,39.4697,4.8368,45.5678,7.3396,2076.4276,53.8703,0.425,0.1199
1,0,4.5,223.2825,37.5989,48.61,4.7398,52.3631,6.463,2741.8982,41.77,0.3875,0.1166
1,0,4.25,201.82,19.5788,43.0457,7.0964,29.0016,5.6461,841.0921,31.8781,0.3875,0.1763
1,0,4.875,207.0425,37.2905,41.1613,4.6777,43.0258,4.0376,1851.2196,16.3025,0.4375,0.1932
1,0,4.375,199.185,14.436,16.1377,2.8544,19.0657,3.6843,363.4999,13.5737,0.25,0.1803
1,0,3.75,195.8,14.6277,24.0173,5.8446,38.3901,3.653,1473.8013,13.3446,0.475,0.1299
1,0,3.75,215.4267,16.226,36.757,3.3425,22.7509,2.9096,517.6012,8.4657,0.4,0.1732
1,0,4.125,216.3733,29.768,40.912,6.7156,45.6933,5.4293,2087.8738,29.4773,0.4,0.1732
1,0,4,201.45,20.6988,20.6673,4.6665,28.4572,3.9052,809.8099,15.2505,0.2875,0.1615
1,0,4.25,218.7633,27.5709,39.5807,3.4989,36.7916,2.8161,1353.6253,7.9307,0.4,0.1
1,0,4.125,227.8567,35.8276,37.0817,8.1017,43.2126,7.18,1867.333,51.5517,0.4375,0.2446
1,0,1.875,78.155,6.7987,34.0297,6.5008,25.0297,5.1481,626.4852,26.5033,0.425,0.1854
1,0,4.75,216.5883,31.1919,28.211,2.227,23.6603,1.8438,559.8114,3.3997,0.25,0.1323
1,0,3.75,219.5483,28.0189,27.258,7.3512,13.2994,4.7346,176.8734,22.4168,0.35,0.1803
1,0,4.125,216.8067,15.6761,46.2403,6.5874,53.9758,6.469,2913.3847,41.8481,0.3875,0.1965
1,0,4.125,243.1067,41.8102,30.5503,7.9514,55.8094,7.2429,3114.6908,52.4599,0.4625,0.1996
1,0,3.875,235.5333,28.9676,34.257,7.8199,33.3904,8.0674,1114.9219,65.0834,0.45,0.1414
1,0,3.875,206.2333,20.834,23.7203,1.8056,24.1828,1.495,584.8057,2.2351,0.3,0.1803
1,0,4.625,205.6767,26.4089,22.6678,6.0916,31.3391,4.5141,982.1407,20.3771,0.475,0.1392
1,0,3.125,147.3983,18.6752,28.9813,7.7937,29.2954,5.5642,858.2231,30.9606,0.45,0.1581
1,0,4.5,212.2583,42.8894,16.0572,8.3759,22.6656,6.9641,513.7297,48.498,0.4625,0.3039
1,0,4.5,256.275,40.1873,55.315,8.9074,16.5315,10.7704,273.2914,116.0019,0.3625,0.1409
1,0,4.25,212.7183,27.9663,30.1542,7.3096,71.7957,6.5379,5154.6205,42.7438,0.5,0.3082
1,0,4.625,224.0217,32.4124,33.3762,5.8296,43.4921,3.6445,1891.5669,13.2823,0.45,0.1225
1,0,4.625,217.4267,35.3387,33.2017,7.5374,35.8836,8.6763,1287.6353,75.2775,0.4,0.1225
1,0,4.625,256.9808,31.1973,29.5607,6.6712,41.8318,3.7561,1749.9011,14.1085,0.4625,0.1409
1,0,4.75,215.4217,27.2704,41.214,6.5745,56.192,5.8021,3157.541,33.6645,0.3875,0.1763
1,0,4.125,200.545,17.5954,50.375,6.128,48.4395,4.9546,2346.3818,24.5481,0.4125,0.2027
1,0,4.5,227.6683,41.4998,41.6793,7.9653,43.7377,9.3456,1912.9842,87.3404,0.4,0.1581
1,0,5,228.3642,58.1198,29.6133,5.5489,41.3869,5.849,1712.8772,34.211,0.45,0.2958
1,0,3.75,219.1833,14.191,32.8827,7.326,35.0254,5.0017,1226.7758,25.0174,0.4375,0.1495
1,0,4.125,213.49,20.5165,29.1053,8.1494,48.9108,6.046,2392.2617,36.5541,0.4375,0.2595
