Rate (Hz),ISI mean (ms),ISI std  (ms),PD,STIMU
3.5,310.655,26.7984,0,0
3,331.8633,16.0482,0,0
3,257.055,15.275,0,0
1.875,142.45,0,0,0
3.75,301.055,117.885,0,0
2.25,169.375,9.335,0,0
3,318.3917,17.9164,0,0
4.5,235.495,36.1751,0,0
2.875,245.93,2.1,0,0
2.875,234.155,24.495,0,0
3.75,291.145,99.985,0,0
2.375,176.05,4.05,0,0
2.75,231.785,6.375,0,0
4.375,254.8,29.7876,0,0
3.25,245.8683,18.77,0,0
3,219.305,3.765,0,0
3,196.62,18.38,0,0
3,207.5983,14.8573,0,0
3.125,240.41,20.34,0,0
3,281.32,7.12,0,0
2.75,245.1417,20.6906,0,0
2.875,237.86,13.1,0,0
2.875,238.715,14.255,0,0
3,274.545,30.475,0,0
3.5,261.1967,34.5956,0,0
3.75,259.3567,57.2479,0,0
2.625,159.55,15,0,0
3.625,330.7,34.7184,0,0
3,278.52,11.1025,0,0
2.375,141.11,16.56,0,0
3.625,240.9183,22.6244,0,0
3.625,340.25,50.2886,0,0
2.75,166.83,13.23,0,0
3.625,304.495,22.3548,0,0
2.625,198.6933,14.8667,0,0
4.125,268.9617,48.5038,0,0
2.875,218.865,12.995,0,0
3.75,309.195,23.4891,0,0
3,252.91,7.6,0,0
3.125,246.9717,18.4527,0,0
4,317.7783,53.7294,0,0
